name,ra,dec,V,CaHK_0,CaHKerr,FeH_pris,FeH_FERRE,FeH_FERRE_err,temp_FERRE,temp_FERRE_err,logg_FERRE,logg_FERRE_err,C_Fe_FERRE,C_Fe_FERRE_err,q_flag,c_flag,prev_obs
P214.9969+09.0943,214.99687195,9.09430027,15.914,16.341,0.020,-3.01,-2.80,0.21,5843,119,3.7,0.6,0.56,0.59,X,-1,nan
P215.2714+14.8912,215.27140808,14.89118576,14.705,15.080,0.020,-2.60,-2.85,0.31,6142,221,4.2,1.0,0.03,0.82,X,-1,nan
P215.7511+15.9569,215.75119019,15.95677185,15.373,15.618,0.020,-3.08,-2.78,0.20,6477,105,4.8,0.5,0.00,0.68,X,-1,nan
P215.7906+10.6333,215.79061890,10.63330269,15.168,15.672,0.020,-2.56,-2.27,0.24,5731,202,4.1,0.8,-0.27,0.46,X,-1,nan
P215.8554+12.2660,215.85537720,12.26595306,15.487,15.932,0.020,-2.71,-2.59,0.22,5813,108,2.1,0.6,0.69,0.56,X,1,nan
P216.1174+15.9964,216.11738586,15.99636364,15.594,16.171,0.020,-2.86,-2.37,0.25,5685,322,4.2,1.6,0.45,0.42,X,1,SDSS
P216.4960+08.7579,216.49604797,8.75790596,16.131,16.806,0.021,-3.17,-3.25,0.22,5638,111,5.0,0.5,0.61,0.43,X,-1,nan
P216.7907+15.9387,216.79072571,15.93860531,15.749,16.191,0.021,-3.25,-1.63,0.20,6134,107,4.5,0.5,-0.19,0.50,X,-1,LAMOST;SDSS
P217.3860+15.1650,217.38623047,15.16505241,14.607,14.947,0.020,-2.86,-2.00,0.20,6206,105,4.7,0.5,0.24,0.32,X,-1,nan
P217.5786+14.0379,217.57862854,14.03795528,14.494,15.433,0.020,-3.04,-2.44,0.20,5249,101,1.0,0.5,0.27,0.31,X,1,nan
P217.6444+15.9633,217.64439392,15.96330833,14.851,15.171,0.020,-2.79,-2.19,0.24,6287,157,4.7,0.6,0.04,0.63,X,-1,nan
P218.5481+07.0696,218.54815674,7.06969452,15.599,15.851,0.021,-3.47,-3.33,0.36,6337,219,4.6,0.7,0.45,0.87,X,-1,nan
P218.6816+07.0410,218.68161011,7.04103041,15.668,15.998,0.021,-2.96,-2.24,0.21,6329,129,4.8,0.5,0.50,0.57,X,-1,nan
P218.6977+15.5932,218.69770813,15.59321976,15.573,15.893,0.020,-2.93,-3.10,0.21,6304,111,4.4,0.5,0.68,0.76,X,-1,nan
P218.8535+15.9616,218.85351562,15.96158600,15.155,16.034,0.020,-2.89,-2.47,0.21,5090,106,1.2,0.5,0.56,0.41,X,1,LAMOST
P218.9635+15.9135,218.96348572,15.91345787,16.068,16.553,0.021,-3.07,-3.39,0.28,5658,199,4.5,1.0,0.24,0.62,X,-1,nan
P219.1019+07.9711,219.10195923,7.97113037,16.022,16.669,0.021,-3.27,-2.96,0.20,5251,103,1.1,0.5,1.19,0.41,X,1,nan
P219.2930+07.7621,219.29301453,7.76209450,15.450,15.818,0.020,-2.85,-2.34,0.24,6416,134,4.9,0.5,0.99,0.53,T,-1,nan
P219.7158+09.1998,219.71583557,9.19983864,15.246,15.970,0.020,-2.37,-2.30,0.20,5506,103,3.3,0.5,0.22,0.30,X,-1,LAMOST
P220.0683+06.4646,220.06829834,6.46441126,17.174,17.683,0.024,-3.57,-3.00,0.20,5598,105,4.2,0.5,-0.54,0.58,X,-1,nan
P220.2363+07.9200,220.23631287,7.92000008,16.949,18.077,0.022,-3.05,-2.23,0.20,5155,102,1.3,0.5,0.53,0.41,X,1,nan
P220.2722+15.9388,220.27223206,15.93883038,17.085,17.533,0.022,-3.26,-2.80,0.23,5706,107,1.5,0.7,-0.03,0.72,X,-1,nan
P220.3749+13.8839,220.37493896,13.88388634,15.759,16.543,0.020,-2.85,-2.55,0.22,5417,115,2.0,0.6,0.83,0.55,X,-1,nan
P220.4513+08.3535,220.45129395,8.35353851,15.360,15.903,0.020,-2.03,-2.76,0.20,5995,104,4.6,0.5,0.52,0.43,X,-1,nan
P220.5960+06.9360,220.59603882,6.93590260,15.695,16.145,0.021,-2.58,-2.10,0.20,6145,105,4.9,0.5,0.93,0.30,X,-1,nan
P220.6211+07.8768,220.62109375,7.87681961,17.044,17.431,0.023,-3.19,-2.39,0.21,5914,110,4.6,0.5,-0.03,0.40,X,-1,nan
P220.7009+13.1405,220.70086670,13.14048290,16.883,17.486,0.022,-3.40,-3.30,0.21,5464,111,3.5,0.5,1.06,0.40,X,-1,nan
P220.9308+12.6201,220.93075562,12.62006378,15.446,15.794,0.020,-2.73,-2.45,0.20,6449,105,4.7,0.5,-0.50,0.61,X,-1,nan
P221.2375+42.1679,221.23751831,42.16785431,16.042,16.545,0.020,-3.36,-2.01,0.20,6093,113,4.7,0.5,0.26,0.42,X,-1,SDSS
P221.5149+15.9188,221.51489258,15.91884995,16.035,16.473,0.021,-3.08,-2.75,0.21,5905,108,5.0,0.5,0.17,0.56,X,-1,nan
P221.7177+13.4430,221.71772766,13.44295597,15.987,16.560,0.020,-2.70,-2.61,0.20,5895,105,4.9,0.5,0.46,0.51,X,-1,LAMOST
P221.8657+07.8715,221.86566162,7.87152481,17.010,17.597,0.023,-3.49,-2.78,0.21,5465,133,3.2,0.9,0.18,0.58,X,-1,nan
P221.8781+09.7844,221.87803650,9.78439426,16.382,16.869,0.021,-3.19,-4.55,0.26,5816,112,4.1,0.5,0.62,0.89,X,-1,nan
P222.6713+07.0425,222.67126465,7.04248047,17.079,17.361,0.022,-3.15,-2.27,0.21,6294,110,4.6,0.5,-0.45,0.45,X,-1,nan
P222.8548+09.7526,222.85482788,9.75259399,17.155,17.471,0.022,-3.06,-2.46,0.20,6273,109,4.6,0.5,0.03,0.64,X,-1,nan
P224.2614+09.6080,224.26145935,9.60799980,15.715,16.073,0.020,-2.95,-3.27,0.20,5709,103,1.2,0.5,0.20,0.92,X,-1,nan
P224.3564+13.4197,224.35641479,13.41967773,14.901,15.526,0.020,-2.83,-2.82,0.21,5684,119,4.8,0.5,0.30,0.52,T,-1,nan
P224.4206+13.6464,224.42065430,13.64640045,15.809,16.495,0.020,-2.95,-0.75,0.20,6012,100,3.8,0.5,-1.22,0.40,X,-1,nan
P224.5595+05.5647,224.55946350,5.56466961,15.854,16.408,0.021,-2.68,-2.52,0.20,5736,103,3.9,0.5,0.57,0.40,X,1,nan
P224.5929+11.4706,224.59291077,11.47064209,14.522,21.981,0.020,-3.17,-3.13,0.20,5695,105,4.4,0.5,0.53,0.36,X,-1,nan
P224.7175+06.6441,224.71754456,6.64402199,15.723,16.012,0.020,-3.11,-3.15,0.20,6201,102,4.9,0.5,0.45,0.79,X,-1,SDSS
P224.8029+08.4659,224.80279541,8.46598339,15.265,15.596,0.020,-2.58,-2.41,0.20,6353,104,4.7,0.5,-0.02,0.62,X,-1,nan
P224.8444+02.3043,224.84446716,2.30437231,15.215,15.637,0.020,-3.46,-3.92,0.22,5455,107,1.2,0.5,2.48,0.52,X,-1,nan
P225.0755+15.0489,225.07551575,15.04892731,15.475,16.509,0.021,-2.93,-2.53,0.20,5057,104,1.1,0.5,0.44,0.41,X,1,nan
P225.3442+14.9915,225.34420776,14.99147224,14.780,15.262,0.020,-2.31,-2.45,0.28,5888,213,4.2,0.8,-0.22,0.69,X,-1,nan
P225.5505+06.7007,225.55033875,6.70052481,15.756,16.039,0.020,-2.91,-2.72,0.20,6416,106,4.8,0.5,-0.23,0.56,X,-1,nan
P225.7478+15.9685,225.74777222,15.96846390,15.910,16.462,0.020,-3.10,-2.96,0.22,5667,122,4.8,0.5,0.54,0.53,X,-1,nan
P225.9605+09.5719,225.96046448,9.57182503,15.424,15.738,0.020,-2.72,-2.76,0.20,6344,103,4.6,0.5,0.07,0.51,X,-1,nan
P225.9866+07.0735,225.98660278,7.07353067,14.900,15.920,0.020,-2.60,-2.60,0.21,4935,113,1.4,0.5,0.26,0.51,T,-1,nan
P226.0685+15.9064,226.06854248,15.90635300,16.343,16.693,0.021,-3.13,-2.55,0.21,6158,108,4.9,0.5,-0.26,0.58,X,-1,SDSS
P226.4426+07.8808,226.44267273,7.88067770,16.161,16.930,0.021,-3.39,-2.45,0.21,5153,113,1.7,0.6,0.63,0.45,X,1,nan
P227.0258+06.9721,227.02586365,6.97209978,15.744,16.380,0.021,-3.20,-2.80,0.20,5203,106,1.0,0.5,0.98,0.41,X,1,nan
P227.2252+11.3920,227.22517395,11.39204407,15.713,16.467,0.021,-2.93,-3.15,0.21,5642,102,5.0,0.5,0.27,0.42,X,-1,nan
P227.4760+15.0998,227.47595215,15.09984207,15.389,16.249,0.020,-2.92,-2.63,0.20,5141,105,1.1,0.5,0.47,0.51,X,1,nan
P227.4919+07.1841,227.49194336,7.18414450,16.794,16.976,0.022,-3.72,-2.15,0.21,6310,110,4.4,0.5,-0.28,0.60,X,-1,nan
P227.8809+08.8375,227.88092041,8.83745003,15.024,15.326,0.020,-2.89,-2.57,0.20,6313,103,4.9,0.5,0.37,0.54,X,-1,nan
P227.9329+01.6537,227.93283081,1.65366113,15.283,15.907,0.020,-2.66,-2.34,0.20,5295,101,1.4,0.5,0.69,0.41,X,1,nan
P228.4214+06.7963,228.42144775,6.79629707,15.906,16.183,0.021,-2.99,-2.25,0.20,6251,109,4.5,0.5,0.06,0.54,X,-1,SEGUE
P228.5401+00.1037,228.54010010,0.10375278,15.807,16.512,0.021,-2.56,-2.65,0.21,5263,107,1.1,0.5,1.20,0.50,T,-1,nan
P228.8124+00.6784,228.81237793,0.67835832,15.385,15.644,0.020,-2.81,-2.79,0.20,6244,109,4.8,0.5,0.51,0.62,X,-1,nan
P228.8216+07.9281,228.82159424,7.92805576,15.656,15.944,0.020,-2.92,-2.74,0.21,6352,108,4.9,0.5,1.04,0.42,X,-1,SEGUE
P229.8313+02.0847,229.83129883,2.08466935,15.093,15.240,0.020,-3.78,-2.00,0.20,6010,101,1.2,0.5,0.51,0.61,X,-1,nan
P230.0275+12.3963,230.02746582,12.39631367,15.696,16.380,0.021,-2.81,-2.84,0.21,5055,107,1.1,0.5,0.91,0.51,X,1,nan
P230.0590+10.7327,230.05906677,10.73265553,15.928,16.672,0.021,-2.82,-2.29,0.20,5246,102,2.1,0.5,0.41,0.40,X,1,nan
P230.0697+02.5059,230.06970215,2.50589442,17.494,18.004,0.023,-3.96,-1.97,0.20,6047,103,1.9,0.5,0.09,0.65,X,-1,nan
P230.0855+14.2447,230.08554077,14.24470234,16.127,16.725,0.021,-2.92,-2.82,0.21,5162,112,1.7,0.6,0.54,0.45,X,1,nan
P230.1702+01.6717,230.17016602,1.67165005,16.316,16.709,0.021,-2.81,-2.19,0.21,6061,115,3.8,0.5,-0.20,0.45,X,-1,nan
P230.6480+10.4584,230.64801025,10.45837212,15.587,16.730,0.021,-3.09,-2.66,0.20,5112,103,2.0,0.5,0.59,0.50,X,1,nan
P230.7248+13.5098,230.72474670,13.50978565,15.505,16.503,0.021,-3.21,-3.15,0.21,5078,111,1.7,0.7,0.08,0.52,X,-1,nan
P230.9059+08.5748,230.90596008,8.57483578,16.675,17.346,0.021,-2.99,-2.66,0.21,5544,114,3.5,0.5,0.16,0.32,X,-1,nan
P231.0512+01.7469,231.05126953,1.74685836,16.312,16.641,0.021,-2.98,-2.84,0.22,5794,105,1.3,0.6,0.14,0.74,X,-1,nan
P231.3061+06.1177,231.30606079,6.11762524,15.894,16.132,0.021,-3.12,-2.52,0.21,6294,133,4.6,0.5,-0.14,0.66,X,-1,nan
P231.7006+06.2112,231.70053101,6.21113873,15.517,15.736,0.021,-3.17,-2.71,0.21,6432,111,4.7,0.5,-0.22,0.61,X,-1,nan
P231.7910+12.2893,231.79095459,12.28926659,15.187,15.441,0.020,-2.93,-2.23,0.21,6143,111,2.8,0.6,0.30,0.70,X,-1,nan
P231.8089+09.0319,231.80891418,9.03187466,16.673,17.010,0.021,-2.71,-2.92,0.21,6365,111,4.5,0.5,0.18,0.68,X,-1,nan
P231.8663+06.4282,231.86619568,6.42813873,15.977,16.526,0.021,-3.30,-2.85,0.21,5359,116,3.5,0.6,-0.68,0.53,X,-1,nan
P231.9037+07.1928,231.90374756,7.19281673,15.648,16.664,0.021,-2.80,-2.50,0.20,5063,102,2.7,0.5,-0.38,0.50,X,1,SEGUE
P232.1087+11.4845,232.10871887,11.48453045,15.013,15.278,0.020,-2.94,-2.44,0.22,6328,123,4.7,0.5,0.17,0.71,X,-1,nan
P232.1360+08.5234,232.13601685,8.52336693,16.530,17.539,0.022,-3.83,-0.32,0.20,5552,100,3.9,0.5,-1.59,0.40,X,-1,nan
P232.2203+13.3166,232.22027588,13.31663609,15.748,16.362,0.020,-2.81,-2.41,0.20,5453,101,1.6,0.5,0.14,0.42,X,-1,nan
P232.3635+10.1349,232.36349487,10.13491631,15.727,15.967,0.020,-2.98,-2.96,0.21,6583,106,4.8,0.5,-0.05,0.68,X,-1,nan
P232.5115+09.4418,232.51145935,9.44176102,15.994,16.418,0.020,-2.94,-2.86,0.20,5629,101,1.2,0.5,-0.08,0.69,X,-1,nan
P232.7817+15.1222,232.78160095,15.12214470,15.956,16.225,0.020,-2.98,-2.70,0.21,6399,107,4.7,0.5,0.09,0.58,X,-1,nan
P233.0601+12.6243,233.06008911,12.62428379,14.668,15.110,0.020,-2.42,-2.18,0.23,5965,169,3.9,0.8,0.01,0.54,X,-1,nan
P233.0965+07.6264,233.09649658,7.62628603,15.941,16.264,0.021,-3.03,-2.54,0.21,6214,109,4.9,0.5,0.91,0.32,X,-1,SDSS
P233.2727+08.5652,233.27267456,8.56517506,15.534,16.274,0.020,-2.77,-2.48,0.20,5277,102,1.9,0.5,0.91,0.40,X,1,nan
P233.7924+03.5174,233.79246521,3.51733613,15.354,15.641,0.020,-2.72,-2.19,0.21,6081,108,4.3,0.5,0.31,0.42,X,-1,nan
P233.9251+06.1064,233.92509460,6.10642242,16.004,16.237,0.021,-3.27,-2.28,0.21,6123,114,4.8,0.5,-0.03,0.44,X,-1,nan
P234.0137+09.6680,234.01374817,9.66799736,15.983,16.209,0.020,-3.19,-3.29,0.21,6425,108,4.7,0.5,-0.01,0.66,X,-1,nan
P234.0824+03.5138,234.08238220,3.51375842,15.915,16.359,0.021,-2.93,-2.98,0.21,5827,113,4.6,0.5,-0.03,0.59,X,-1,nan
P234.1247+13.8371,234.12466431,13.83709717,16.776,17.360,0.021,-3.21,-2.44,0.20,5304,102,1.2,0.5,0.78,0.43,X,1,nan
P234.2221+04.3518,234.22210693,4.35176945,15.794,16.677,0.021,-2.85,-2.67,0.20,5197,105,2.4,0.6,0.34,0.41,X,1,nan
P234.2329+14.9813,234.23286438,14.98134995,15.521,16.204,0.020,-3.07,-2.64,0.20,5195,105,1.2,0.5,0.78,0.43,X,1,nan
P234.2860+12.0698,234.28602600,12.06981373,16.346,17.257,0.021,-3.12,-3.23,0.22,5534,114,4.9,0.5,0.08,0.58,T,-1,nan
P234.2865+41.8668,234.28649902,41.86682129,15.636,16.048,0.020,-2.79,-2.06,0.20,6206,110,4.7,0.5,0.30,0.42,X,-1,nan
P234.4637+07.1123,234.46369934,7.11233616,16.204,16.569,0.021,-3.09,-2.34,0.21,5933,114,4.1,0.5,-0.01,0.38,X,-1,nan
P234.5176+41.6950,234.51762390,41.69497681,15.143,15.915,0.020,-2.46,-2.35,0.20,5407,101,1.1,0.5,0.28,0.42,X,-1,nan
P234.5313+09.4790,234.53132629,9.47897816,16.578,16.912,0.021,-2.80,-2.88,0.21,6222,110,4.9,0.5,0.13,0.64,X,-1,nan
P234.7576+12.4819,234.75756836,12.48190022,14.812,15.528,0.020,-2.96,-3.01,0.27,5278,184,2.3,1.0,0.48,0.72,X,1,nan
P234.8345+02.6245,234.83451843,2.62455273,17.257,17.956,0.024,-3.97,-3.40,0.21,4932,108,2.4,0.6,0.28,0.41,X,-1,nan
P234.8810+04.2515,234.88095093,4.25153351,15.002,15.464,0.020,-2.90,-2.81,0.20,5780,102,5.0,0.5,-0.04,0.42,X,-1,nan
P234.9071+03.5333,234.90707397,3.53331661,15.642,16.048,0.021,-3.65,-2.88,0.20,5777,113,4.4,0.5,0.59,0.44,X,-1,nan
P234.9126+07.4292,234.91262817,7.42916679,15.138,16.080,0.021,-2.75,-2.81,0.34,5043,224,1.8,0.8,0.52,0.65,T,-1,nan
P234.9577+15.7878,234.95770264,15.78781986,15.708,16.183,0.020,-2.35,-2.48,0.21,5965,106,5.0,0.5,0.19,0.41,X,-1,SDSS
P235.0067+07.1438,235.00660706,7.14386368,16.883,17.125,0.022,-3.10,-3.00,0.21,6216,108,4.9,0.5,0.02,0.73,X,-1,SDSS
P235.0178+07.2091,235.01765442,7.20919466,16.806,17.042,0.022,-3.40,-3.09,0.21,6138,112,4.9,0.5,-0.13,0.71,X,-1,nan
P235.1394+08.0068,235.13941956,8.00680828,16.639,17.023,0.021,-3.00,-2.88,0.21,5968,111,4.2,0.5,0.95,0.42,X,-1,nan
P235.1449+08.7463,235.14492798,8.74629211,14.582,14.980,0.020,-3.02,-2.79,0.22,5919,129,4.5,0.5,-0.07,0.64,X,-1,nan
P235.2031+01.6428,235.20309448,1.64283061,15.512,16.355,0.021,-3.02,-2.50,0.20,5181,104,1.1,0.5,0.07,0.42,X,1,nan
P235.2891+06.3170,235.28910828,6.31697798,16.452,16.689,0.021,-2.68,-2.56,0.21,6095,114,4.3,0.5,0.14,0.60,X,-1,nan
P235.2970+08.9835,235.29693604,8.98348618,15.860,16.546,0.021,-2.86,-2.86,0.20,5256,102,1.3,0.5,0.90,0.41,X,1,nan
P235.3710+02.5731,235.37095642,2.57310271,15.309,15.983,0.020,-3.07,-2.66,0.21,5393,111,2.7,0.5,0.78,0.51,T,-1,nan
P235.6715+01.6785,235.67152405,1.67846942,15.485,16.168,0.021,-3.10,-2.55,0.21,5235,105,1.7,0.7,0.40,0.45,X,1,nan
P235.6826+06.9339,235.68258667,6.93386650,16.330,16.870,0.021,-2.93,-2.65,0.20,5354,102,1.3,0.5,0.91,0.42,X,1,nan
P235.7412+15.0206,235.74121094,15.02061081,16.459,17.223,0.021,-3.02,-3.06,0.21,5555,113,4.0,0.5,1.36,0.40,X,-1,nan
P235.7428+11.4154,235.74279785,11.41535854,15.309,16.253,0.021,-2.83,-2.72,0.21,5124,118,2.2,0.7,0.45,0.44,X,1,nan
P235.7434+12.3321,235.74340820,12.33205318,15.528,15.974,0.020,-2.88,-2.55,0.21,5716,106,1.5,0.5,-0.16,0.64,X,-1,nan
P235.7985+07.2270,235.79850769,7.22689152,15.790,16.043,0.021,-2.94,-2.38,0.21,6294,107,4.7,0.5,0.26,0.54,X,-1,nan
P235.8097+09.4306,235.80967712,9.43056965,17.882,18.308,0.023,-3.13,-2.60,0.21,5976,111,4.6,0.5,-0.09,0.46,X,-1,nan
P235.9500+10.6802,235.94995117,10.68017769,15.727,15.993,0.020,-2.93,-2.29,0.22,6395,128,4.5,0.5,-0.17,0.63,X,-1,nan
P236.0879+07.5763,236.08790588,7.57634163,16.062,16.514,0.021,-3.08,-3.11,0.21,5781,108,5.0,0.5,0.76,0.54,X,-1,nan
P236.1729+14.1900,236.17286682,14.18992519,15.607,15.891,0.020,-2.91,-2.78,0.21,6297,115,4.6,0.5,-0.20,0.61,X,-1,nan
P236.5135+11.9611,236.51353455,11.96114731,16.149,16.362,0.020,-2.91,-2.72,0.21,6388,116,4.7,0.5,-0.17,0.68,X,-1,nan
P236.9604+11.6155,236.96046448,11.61550045,15.628,16.262,0.020,-3.35,-3.39,0.20,5298,104,1.1,0.5,0.53,0.66,X,1,nan
P237.0430+09.4472,237.04298401,9.44722748,15.748,16.056,0.020,-2.63,-2.70,0.20,6272,105,4.5,0.5,-0.35,0.58,X,-1,nan
P237.2207+10.9312,237.22068787,10.93122196,14.933,15.145,0.020,-2.89,-2.74,0.21,6412,108,5.0,0.5,0.17,0.80,X,-1,nan
P237.2591+15.6570,237.25912476,15.65699959,14.626,14.984,0.020,-2.46,-2.54,0.33,6110,263,3.2,1.3,0.11,0.87,X,-1,nan
P237.3569+12.9975,237.35690308,12.99751091,14.654,14.946,0.020,-2.56,-2.69,0.20,6462,102,4.8,0.5,-0.10,0.53,X,-1,nan
P237.3647+12.9581,237.36471558,12.95804977,15.737,16.188,0.020,-2.83,-2.71,0.21,5726,106,2.2,0.6,0.83,0.46,X,1,nan
P237.3804+10.9138,237.38040161,10.91384983,16.282,16.504,0.021,-3.14,-2.52,0.21,6450,110,5.0,0.5,-0.08,0.66,X,-1,nan
P237.4024+10.7238,237.40242004,10.72377491,14.587,14.973,0.020,-2.44,-2.03,0.20,5788,103,2.2,0.5,0.30,0.54,X,-1,nan
P237.4271+13.5361,237.42707825,13.53604984,14.856,15.258,0.020,-2.15,-2.38,0.21,6174,111,4.8,0.5,0.02,0.58,X,-1,nan
P237.7001+10.2712,237.70008850,10.27122498,15.045,15.247,0.020,-2.69,-3.15,0.21,6444,111,5.0,0.5,-0.19,0.72,X,-1,nan
P237.8246+10.1427,237.82456970,10.14266396,15.082,15.656,0.020,-3.12,-3.33,0.30,5408,207,2.4,1.3,0.15,0.85,X,-1,nan
P237.8589+12.5660,237.85888672,12.56596947,15.579,15.840,0.020,-3.08,-3.88,0.21,6323,105,4.5,0.5,0.32,0.87,X,-1,nan
P237.9310+41.2209,237.93101501,41.22092056,16.458,17.064,0.021,-2.46,-2.06,0.20,5670,113,3.1,0.6,0.23,0.40,X,1,nan
P238.0156+03.4938,238.01559448,3.49377227,15.381,15.438,0.020,-2.81,-2.70,0.20,5924,104,3.9,0.5,-0.15,0.60,X,-1,nan
P238.2286+07.0907,238.22859192,7.09060574,15.589,16.808,0.021,-2.74,-2.52,0.20,5104,104,1.2,0.5,0.09,0.42,X,1,nan
P238.7688+09.7066,238.76881409,9.70664406,15.316,15.911,0.020,-2.93,-2.68,0.21,5693,116,4.2,0.5,0.75,0.51,X,-1,nan
P238.8969+48.2437,238.89692688,48.24369812,15.777,16.835,0.021,-2.53,-2.46,0.20,4803,102,1.0,0.5,0.33,0.40,X,1,nan
P238.9338+08.0933,238.93385315,8.09331417,16.900,17.286,0.021,-3.85,-1.42,0.20,6177,100,1.0,0.5,0.59,0.51,X,-1,nan
P238.9362+15.0744,238.93621826,15.07443047,15.252,15.789,0.020,-2.29,-2.46,0.21,5467,108,1.3,0.6,1.12,0.42,X,-1,nan
P238.9752+12.8377,238.97523499,12.83770275,15.929,16.389,0.021,-3.19,-2.92,0.22,5681,126,4.0,0.6,0.49,0.45,X,-1,nan
P238.9780+07.4775,238.97796631,7.47740841,15.983,16.253,0.021,-2.94,-2.62,0.21,6472,107,4.9,0.5,1.10,0.42,X,-1,SDSS
P239.0276+48.6627,239.02764893,48.66267776,15.711,16.082,0.020,-2.56,-2.76,0.20,6314,102,5.0,0.5,-0.19,0.58,X,-1,nan
P239.0411+08.5916,239.04106140,8.59158325,15.167,15.978,0.020,-2.89,-2.94,0.20,4974,103,1.0,0.5,0.53,0.41,X,1,nan
P239.0628+09.3371,239.06277466,9.33714199,16.339,16.587,0.020,-2.99,-3.04,0.21,6368,123,4.7,0.5,0.21,0.79,X,-1,nan
P239.0675+04.4410,239.06732178,4.44108057,16.515,16.888,0.021,-3.69,-3.77,0.21,5688,106,4.9,0.5,-0.17,0.64,X,-1,nan
P239.2263+13.9174,239.22634888,13.91737461,15.602,15.930,0.020,-2.93,-2.74,0.21,6193,114,4.7,0.5,-0.06,0.69,X,-1,nan
P239.2982+15.0752,239.29824829,15.07517815,15.990,16.314,0.020,-2.76,-2.37,0.21,6165,107,5.0,0.5,0.47,0.46,X,-1,nan
P239.3241+10.6410,239.32405090,10.64102459,15.813,16.398,0.021,-2.91,-2.65,0.20,5508,105,3.4,0.5,0.49,0.40,X,-1,nan
P239.3390+15.0164,239.33898926,15.01638317,17.424,17.756,0.022,-3.50,-2.74,0.20,5923,109,4.2,0.5,0.42,0.61,X,-1,nan
P239.4405+07.9296,239.44049072,7.92955542,16.802,17.289,0.021,-3.48,0.50,0.20,5779,102,1.0,0.5,0.09,0.40,X,-1,nan
P239.4597+08.7620,239.45973206,8.76196384,15.034,15.895,0.020,-2.67,-2.24,0.20,5229,103,1.9,0.5,0.49,0.32,X,1,nan
P239.4677+46.0534,239.46771240,46.05340958,16.296,16.707,0.021,-2.95,-2.52,0.21,6276,118,4.7,0.5,0.18,0.68,X,-1,nan
P239.4956+45.9313,239.49559021,45.93128204,16.112,16.535,0.021,-2.51,-2.30,0.20,6182,104,4.9,0.5,0.37,0.43,X,-1,nan
P239.5428+40.8678,239.54275513,40.86783218,15.828,16.173,0.020,-2.90,-3.02,0.21,6571,105,4.9,0.5,-0.19,0.69,X,-1,nan
P239.5693+42.0079,239.56925964,42.00788498,15.853,16.326,0.020,-2.85,-2.75,0.20,5986,103,4.9,0.5,0.51,0.43,X,-1,nan
P239.5735+12.8506,239.57336426,12.85058022,15.688,16.085,0.020,-2.94,-2.40,0.20,6048,105,3.5,0.5,0.52,0.60,X,-1,nan
P239.5833+00.0440,239.58325195,0.04405000,15.531,16.340,0.020,-2.88,-0.36,0.20,5950,100,3.0,0.5,-2.03,0.50,X,-1,nan
P239.8211+13.7770,239.82109070,13.77704144,15.614,15.839,0.020,-2.87,-2.68,0.20,6428,105,4.8,0.5,0.65,0.63,X,-1,nan
P239.8540+07.7592,239.85395813,7.75919724,14.847,15.509,0.020,-2.62,-2.18,0.23,5289,153,1.9,0.7,-0.46,0.59,X,1,nan
P239.8898+03.4226,239.88975525,3.42264724,15.165,15.258,0.020,-3.06,-3.12,0.20,5730,101,1.0,0.5,1.93,0.40,X,-1,nan
P239.9585+08.8006,239.95852661,8.80055809,15.139,15.972,0.020,-2.53,-2.42,0.23,5159,162,1.7,0.7,0.50,0.56,X,1,nan
P239.9876+05.8466,239.98765564,5.84659719,15.994,16.198,0.020,-2.64,-2.75,0.20,6455,103,4.8,0.5,0.31,0.73,X,-1,nan
P240.0930+45.9059,240.09300232,45.90587234,15.640,16.045,0.020,-2.95,-2.12,0.21,6205,116,4.0,0.5,0.24,0.47,X,-1,nan
P240.1394+07.9487,240.13938904,7.94872236,15.617,15.942,0.020,-2.88,-2.31,0.20,6068,103,4.4,0.5,0.20,0.42,X,-1,nan
P240.3132+11.8439,240.31320190,11.84390831,15.616,15.849,0.020,-2.90,-2.28,0.20,6410,102,4.5,0.5,0.87,0.40,X,-1,nan
P240.3629+07.1231,240.36297607,7.12310266,15.965,16.764,0.021,-3.06,-2.48,0.20,5142,104,1.0,0.5,0.68,0.41,X,1,nan
P240.4216+09.6761,240.42164612,9.67607784,14.765,15.473,0.020,-3.14,-2.96,0.23,5468,208,3.4,1.1,0.47,0.54,X,-1,nan
P240.7281+08.8023,240.72813416,8.80233574,15.839,16.273,0.020,-3.52,-2.66,0.21,5821,119,4.1,0.5,0.73,0.52,T,-1,nan
P240.8159+15.1673,240.81593323,15.16726685,14.982,15.358,0.020,-2.35,-2.66,0.21,6249,107,4.9,0.5,1.16,0.50,X,-1,nan
P240.8327+48.3124,240.83273315,48.31244278,14.794,15.426,0.020,-2.88,-2.63,0.20,5434,101,1.0,0.5,-0.43,0.60,X,-1,nan
P241.0347+08.8942,241.03472900,8.89422226,17.327,17.519,0.021,-3.24,-2.70,0.21,6368,123,4.6,0.5,-0.05,0.55,X,-1,nan
P241.1186+09.4156,241.11857605,9.41560555,14.482,14.896,0.020,-2.25,-2.83,0.21,6050,110,4.9,0.5,0.66,0.54,X,-1,nan
P241.7617+17.5458,241.76170349,17.54575348,15.684,15.948,0.020,-2.88,-2.40,0.20,6442,104,4.9,0.5,0.68,0.46,X,-1,nan
P241.8505+15.9959,241.85050964,15.99587822,16.424,16.975,0.021,-3.08,-2.07,0.20,5854,111,4.1,0.5,-0.15,0.49,X,-1,nan
